policy,tenant,app,bw_mbps,rtt_ms,loss,device_cpu,edge_cpu,input_kb,slo_p95_ms,chosen_action,mu_latency_ms,mu_energy_j,p95_conformal_ms,slo_viol,ts
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,256.0,220.0,edge1:high,405.780,28.13630,417.088,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,256.0,220.0,local:med,436.613,31.40212,444.416,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,256.0,220.0,edge1:med,418.268,20.09736,428.000,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,256.0,220.0,cloud1:low,614.117,15.82667,624.601,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,100.0,edge1:high,1516.455,107.45665,1527.762,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,100.0,edge1:high,1516.455,107.45665,1527.762,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,100.0,local:med,1629.348,119.92929,1637.151,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,100.0,edge1:med,1563.294,76.75475,1573.026,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,100.0,cloud1:low,2179.581,60.44436,2190.066,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,140.0,edge1:high,1516.455,107.29574,1527.762,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,140.0,edge1:high,1516.455,107.29574,1527.762,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,140.0,local:med,1629.348,119.74971,1637.151,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,140.0,edge1:med,1563.294,76.63981,1573.026,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,140.0,cloud1:low,2179.581,60.35385,2190.066,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,180.0,edge1:high,1516.455,107.35042,1527.762,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,180.0,edge1:high,1516.455,107.35042,1527.762,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,180.0,local:med,1629.348,119.81073,1637.151,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,180.0,edge1:med,1563.294,76.67887,1573.026,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,180.0,cloud1:low,2179.581,60.38461,2190.066,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,220.0,edge1:high,1516.455,107.35042,1527.762,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,220.0,edge1:high,1516.455,107.35042,1527.762,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,220.0,local:med,1629.348,119.81073,1637.151,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,220.0,edge1:med,1563.294,76.67887,1573.026,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1024.0,220.0,cloud1:low,2179.581,60.38461,2190.066,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,100.0,edge1:high,2341.987,166.58752,2353.294,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,100.0,edge1:high,2341.987,166.58752,2353.294,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,100.0,local:med,2515.873,185.92358,2523.675,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,100.0,edge1:med,2414.358,118.99109,2424.090,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,100.0,cloud1:low,3343.145,93.70548,3353.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,140.0,edge1:high,2341.987,166.73610,2353.294,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,140.0,edge1:high,2341.987,166.73610,2353.294,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,140.0,local:med,2515.873,186.08940,2523.675,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,140.0,edge1:med,2414.358,119.09722,2424.090,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,140.0,cloud1:low,3343.145,93.78906,3353.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,180.0,edge1:high,2341.987,166.79077,2353.294,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,180.0,edge1:high,2341.987,166.79077,2353.294,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,180.0,local:med,2515.873,186.15042,2523.675,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,180.0,edge1:med,2414.358,119.13627,2424.090,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,180.0,cloud1:low,3343.145,93.81981,3353.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,220.0,edge1:high,2341.987,166.79077,2353.294,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,220.0,edge1:high,2341.987,166.79077,2353.294,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,220.0,local:med,2515.873,186.15042,2523.675,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,220.0,edge1:med,2414.358,119.13627,2424.090,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00000,0.500,0.900,1536.0,220.0,cloud1:low,3343.145,93.81981,3353.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,100.0,edge1:med,186.967,7.00761,195.192,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,100.0,edge1:high,181.058,9.81065,190.615,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,100.0,local:med,208.174,10.94938,215.977,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,100.0,edge1:med,186.967,7.00761,195.192,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,100.0,cloud1:low,314.291,5.51849,324.776,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,140.0,edge1:med,186.967,7.15290,195.192,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,140.0,edge1:high,181.058,10.01406,190.615,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,140.0,local:med,208.174,11.17641,215.977,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,140.0,edge1:med,186.967,7.15290,195.192,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,140.0,cloud1:low,314.291,5.63291,324.776,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,180.0,edge1:med,186.967,7.19196,195.192,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,180.0,edge1:high,181.058,10.06874,190.615,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,180.0,local:med,208.174,11.23743,215.977,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,180.0,edge1:med,186.967,7.19196,195.192,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,180.0,cloud1:low,314.291,5.66367,324.776,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,220.0,local:med,210.589,11.23743,218.391,0,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,220.0,edge1:high,183.306,10.06874,192.863,0,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,220.0,local:med,210.589,11.23743,218.391,0,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,220.0,edge1:med,189.285,7.19196,197.510,0,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,64.0,220.0,cloud1:low,317.460,5.66367,327.945,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,401.474,20.51297,409.699,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,100.0,edge1:high,389.129,28.71815,398.686,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,100.0,local:med,431.618,32.05151,439.421,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,401.474,20.51297,409.699,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,100.0,cloud1:low,607.562,16.15396,618.046,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,401.474,20.65826,409.699,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,140.0,edge1:high,389.129,28.92157,398.686,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,140.0,local:med,431.618,32.27853,439.421,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,401.474,20.65826,409.699,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,140.0,cloud1:low,607.562,16.26838,618.046,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,180.0,cloud1:low,607.562,16.29914,618.046,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,180.0,edge1:high,389.129,28.97624,398.686,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,180.0,local:med,431.618,32.33955,439.421,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,180.0,edge1:med,401.474,20.69731,409.699,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,180.0,cloud1:low,607.562,16.29914,618.046,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,220.0,edge1:med,401.474,20.69731,409.699,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,220.0,edge1:high,389.129,28.97624,398.686,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,220.0,local:med,431.618,32.33955,439.421,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,220.0,edge1:med,401.474,20.69731,409.699,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,256.0,220.0,cloud1:low,607.562,16.29914,618.046,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,100.0,edge1:high,1486.370,107.99058,1495.927,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,100.0,edge1:high,1486.370,107.99058,1495.927,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,100.0,local:med,1609.927,120.52520,1617.730,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,100.0,edge1:med,1532.650,77.13613,1540.875,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,100.0,cloud1:low,2154.091,60.74470,2164.576,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,140.0,edge1:high,1486.370,108.19399,1495.927,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,140.0,edge1:high,1486.370,108.19399,1495.927,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,140.0,local:med,1609.927,120.75222,1617.730,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,140.0,edge1:med,1532.650,77.28142,1540.875,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,140.0,cloud1:low,2154.091,60.85912,2164.576,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,180.0,edge1:high,1486.370,108.24867,1495.927,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,180.0,edge1:high,1486.370,108.24867,1495.927,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,180.0,local:med,1609.927,120.81325,1617.730,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,180.0,edge1:med,1532.650,77.32048,1540.875,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,180.0,cloud1:low,2154.091,60.88988,2164.576,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,220.0,edge1:high,1486.370,108.24867,1495.927,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,220.0,edge1:high,1486.370,108.24867,1495.927,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,220.0,local:med,1609.927,120.81325,1617.730,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,220.0,edge1:med,1532.650,77.32048,1540.875,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1024.0,220.0,cloud1:low,2154.091,60.88988,2164.576,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,100.0,edge1:high,2291.304,167.12145,2300.861,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,100.0,edge1:high,2291.304,167.12145,2300.861,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,100.0,local:med,2474.332,186.51947,2482.135,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,100.0,edge1:med,2362.479,119.37246,2370.704,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,100.0,cloud1:low,3288.623,94.00581,3299.108,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,140.0,edge1:high,2291.304,167.63435,2300.861,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,140.0,edge1:high,2291.304,167.63435,2300.861,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,140.0,local:med,2474.332,187.09190,2482.135,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,140.0,edge1:med,2362.479,119.73882,2370.704,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,140.0,cloud1:low,3288.623,94.29432,3299.108,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,180.0,edge1:high,2291.304,167.68902,2300.861,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,180.0,edge1:high,2291.304,167.68902,2300.861,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,180.0,local:med,2474.332,187.15292,2482.135,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,180.0,edge1:med,2362.479,119.77787,2370.704,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,180.0,cloud1:low,3288.623,94.32507,3299.108,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,220.0,edge1:high,2291.304,167.68902,2300.861,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,220.0,edge1:high,2291.304,167.68902,2300.861,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,220.0,local:med,2474.332,187.15292,2482.135,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,220.0,edge1:med,2362.479,119.77787,2370.704,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.200,1536.0,220.0,cloud1:low,3288.623,94.32507,3299.108,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,100.0,local:med,224.825,10.94938,232.628,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,100.0,edge1:high,196.564,9.81065,206.587,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,100.0,local:med,224.825,10.94938,232.628,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,100.0,edge1:med,202.952,7.00761,211.579,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,100.0,cloud1:low,336.146,5.51849,346.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,140.0,edge1:high,196.564,10.01406,206.587,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,140.0,edge1:high,196.564,10.01406,206.587,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,140.0,local:med,224.825,11.17641,232.628,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,140.0,edge1:med,202.952,7.15290,211.579,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,140.0,cloud1:low,336.146,5.63291,346.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,180.0,edge1:high,196.564,10.06874,206.587,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,180.0,edge1:high,196.564,10.06874,206.587,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,180.0,local:med,224.825,11.23743,232.628,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,180.0,edge1:med,202.952,7.19196,211.579,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,180.0,cloud1:low,336.146,5.66367,346.630,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,220.0,edge1:med,205.270,7.19196,213.896,0,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,220.0,edge1:high,198.812,10.06874,208.835,0,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,220.0,local:med,227.240,11.23743,235.043,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,220.0,edge1:med,205.270,7.19196,213.896,0,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,64.0,220.0,cloud1:low,339.314,5.66367,349.799,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,412.047,20.51297,420.673,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,100.0,edge1:high,399.386,28.71815,409.409,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,100.0,local:med,442.632,32.05151,450.435,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,412.047,20.51297,420.673,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,100.0,cloud1:low,622.017,16.15396,632.502,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,140.0,edge1:high,399.386,28.92157,409.409,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,140.0,edge1:high,399.386,28.92157,409.409,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,140.0,local:med,442.632,32.27853,450.435,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,140.0,edge1:med,412.047,20.65826,420.673,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,140.0,cloud1:low,622.017,16.26838,632.502,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,180.0,edge1:med,412.047,20.69731,420.673,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,180.0,edge1:high,399.386,28.97624,409.409,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,180.0,local:med,442.632,32.33955,450.435,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,180.0,edge1:med,412.047,20.69731,420.673,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,180.0,cloud1:low,622.017,16.29914,632.502,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,220.0,edge1:high,399.386,28.97624,409.409,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,220.0,edge1:high,399.386,28.97624,409.409,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,220.0,local:med,442.632,32.33955,450.435,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,220.0,edge1:med,412.047,20.69731,420.673,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,256.0,220.0,cloud1:low,622.017,16.29914,632.502,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,100.0,edge1:high,1511.453,107.99058,1521.477,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,100.0,edge1:high,1511.453,107.99058,1521.477,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,100.0,local:med,1636.863,120.52520,1644.666,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,100.0,edge1:med,1558.509,77.13613,1567.135,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,100.0,cloud1:low,2189.446,60.74470,2199.930,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,140.0,edge1:high,1511.453,108.19399,1521.477,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,140.0,edge1:high,1511.453,108.19399,1521.477,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,140.0,local:med,1636.863,120.75222,1644.666,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,140.0,edge1:med,1558.509,77.28142,1567.135,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,140.0,cloud1:low,2189.446,60.85912,2199.930,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,180.0,edge1:high,1511.453,108.24867,1521.477,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,180.0,edge1:high,1511.453,108.24867,1521.477,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,180.0,local:med,1636.863,120.81325,1644.666,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,180.0,edge1:med,1558.509,77.32048,1567.135,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,180.0,cloud1:low,2189.446,60.88988,2199.930,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,220.0,edge1:high,1511.453,108.24867,1521.477,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,220.0,edge1:high,1511.453,108.24867,1521.477,1,1760776597
AlwaysLocal,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,220.0,local:med,1636.863,120.81325,1644.666,1,1760776597
AlwaysEdgeMed,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,220.0,edge1:med,1558.509,77.32048,1567.135,1,1760776597
AlwaysCloudLow,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1024.0,220.0,cloud1:low,2189.446,60.88988,2199.930,1,1760776597
CSN,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1536.0,100.0,edge1:high,2321.859,167.12145,2331.882,1,1760776597
GreedyLatency,tenantA,app1,5.000,40.000,0.00300,0.500,0.600,1536.0,100.0,edge1:high,2321.859,167.12145,2331.882,1,1760776597
